1,1/13/11,3,4,6,2,50,7,6,3,3,7,3,9,70,8,6,8,2,3,9,7,60,10,10,10,1,8,4,6,80,10,6,8,1,9,7,3,90,10,8,6,1,7,7,7,70,7,7,7,3,4,6,5,60,6,8,6,2,3,3,3,30,10,10,10,2,3,5,7,40,10,10,10,2,6,5,4,55,10,10,10,2,6,2,4,50,10,10,10,1,5,4,6,55,7,6,9,1,3,3,3,30,8,8,8,1,5,7,3,60,6,10,6,3,7,3,1,50,10,6,5,3,3,3,3,30,6,6,6,3,4,6,8,70,3,7,10,2,7,7,7,70,10,10,10,2,3,1,7,45,10,10,10,3,7,7,7,70,9,8,8,1,2,4,6,40,3,8,10,3,7,3,5,40,8,4,8,1,1,7,3,50,4,10,6,2,6,8,4,60,10,10,10,1,1,0,1,1,1,14,12,13,12,5,5,10,10,1,0,0,10,10,2,5,5,0,10,0,5,5,10,10,3,10,10,0,0,19,1,6.401283333,15.29515,1,1,5,5,2,5,5,1) how important it is that they succeed in relation to the experiment2) the probability of it being their fault3) same as above;;;;;;;;;;;;;;;
2,1/13/11,1,9,7,3,80,8,7,6,2,3,9,7,40,10,10,10,3,4,6,5,45,10,7,7,2,6,2,4,25,10,10,10,2,6,8,4,45,10,10,10,3,3,3,3,30,10,8,8,1,8,4,6,70,10,7,8,1,5,4,6,55,8,7,10,2,3,3,3,30,10,10,10,2,7,7,7,70,10,10,10,1,1,7,3,65,7,10,8,1,7,7,7,70,9,9,9,3,7,3,1,40,10,8,7,3,4,6,8,40,10,8,9,2,6,5,4,45,10,10,10,3,7,3,5,55,10,8,9,3,7,7,7,70,10,9,9,2,3,5,7,35,10,10,10,2,3,1,7,15,10,10,10,1,2,4,6,55,8,9,10,3,7,3,9,65,10,8,9,1,5,7,3,65,8,10,7,3,4,6,2,40,10,9,8,1,3,3,3,30,9,9,9,1,0,1,1,0,0,11,9,12,11,8,8,10,10,2,8,8,2,10,3,7,7,1,1,1,7,1,10,10,0,9,9,10,10,19,1,5.53525,18.61291667,1,2,8,8,1,8,8,I looked at the trial's and what their role was in the game to assess criticality. I looked at what their role was in the trial to assign blame. I just gave them the same fairly high rating in the 3rd stage.;;;;;;;;;;;;;;;
3,1/13/11,3,7,3,1,20,10,7,7,1,7,7,7,70,8,8,8,2,6,2,4,20,10,10,10,3,4,6,5,40,10,7,7,1,5,7,3,70,9,10,8,2,6,5,4,40,10,10,10,1,1,7,3,70,1,10,5,3,3,3,3,30,10,10,10,1,9,7,3,95,10,9,3,2,6,8,4,40,10,10,10,2,3,9,7,30,10,10,10,1,8,4,6,70,8,3,6,2,3,5,7,30,10,10,10,2,3,3,3,30,10,10,10,3,7,3,9,60,10,3,7,1,3,3,3,30,10,10,10,1,5,4,6,50,7,6,9,3,7,7,7,70,10,6,6,3,4,6,8,40,10,6,7,3,7,3,5,40,10,3,6,3,4,6,2,40,10,7,1,2,7,7,7,70,10,10,10,2,3,1,7,15,10,10,10,1,2,4,6,55,2,5,7,1,1,1,1,0,1,12,11,12,13,7,7,10,10,0,2,2,5,5,1,3,0,7,7,3,3,3,0,0,2,2,2,0,5,20,1,6.691283333,18.97513333,1,2,8,8,1,8,8,If the player had to win for the team to win; i assessed them as very critical; and also quite highly for the blame of the failure of the task if they did not win.  In the 3rd stage; i thought that both players were equally critical; but neither was 100% critical.;;;;;;;;;;;
4,1/13/11,1,8,4,6,80,8,8,8,3,3,3,3,30,8,7,7,3,4,6,5,50,8,6,6,2,7,7,7,70,8,8,8,2,6,2,4,60,8,4,6,2,3,5,7,60,3,5,8,3,7,3,9,80,8,3,7,1,1,7,3,55,1,8,5,2,6,8,4,60,10,10,10,3,4,6,8,50,10,7,8,1,5,7,3,70,6,9,5,1,3,3,3,40,6,6,6,2,3,9,7,50,10,10,10,2,3,1,7,30,10,10,10,1,9,7,3,80,9,8,7,3,4,6,2,40,10,8,6,3,7,3,1,40,10,8,7,2,3,3,3,20,10,10,10,1,5,4,6,60,7,6,9,1,7,7,7,85,8,8,8,2,6,5,4,40,10,10,10,3,7,7,7,70,10,9,9,1,2,4,6,60,4,6,8,3,7,3,5,60,10,6,8,1,1,1,1,1,1,11,11,11,12,8,8,10,10,2,8,8,0,10,0,8,8,10,10,1,8,0,10,10,3,8,8,0,0,19,2,5.433166667,19.7708,1,1,8,8,2,8,8,1) If a player's result was necessary for the team to succeed; I assigned them the highest level of criticality. If not; this was reduced slightly; depending on how many other players shared responsibility.2) If a player succeeded; I assigned no blame. If responsible solely for the teams failure; full blame. If they shared responsibility; blame was slightly less.3) Each was just as critical as the other as either could pass for the team to succeed.Was not clear whether or not the players in the 3rd expmt knew of their partners result.;;;;;;;;;
5,1/13/11,3,3,3,3,30,10,5,5,1,5,4,6,50,5,5,5,3,4,6,5,50,10,6,5,3,4,6,2,40,10,8,4,2,6,2,4,35,5,5,5,2,6,8,4,60,5,5,5,1,9,7,3,80,10,8,1,3,4,6,8,34,10,6,8,1,2,4,6,50,3,6,10,1,5,7,3,60,6,10,1,1,7,7,7,70,10,10,10,1,3,3,3,30,10,10,10,3,7,3,9,65,10,3,8,1,8,4,6,60,10,3,5,2,3,5,7,40,10,10,10,2,3,9,7,40,10,10,10,3,7,3,1,20,10,8,1,1,1,7,3,50,2,10,2,2,7,7,7,70,10,10,10,2,6,5,4,50,10,10,10,3,7,7,7,70,10,8,8,2,3,1,7,20,10,10,10,3,7,3,5,50,10,2,6,2,3,3,3,30,10,10,10,1,1,1,1,1,1,11,14,12,12,5,5,10,10,0,5,5,10,10,2,5,5,0,10,1,0,0,10,10,3,10,10,0,0,19,2,7.592033333,19.87105,1,2,10,10,1,9,9,1. the more the individual outcome influenced the chance of winning2. the more the individual influenced the outcome. if their failure caused the losing3. dont remember what the 3rd stage was;;;;;;;;;;;;;;;
6,1/13/11,2,3,1,7,2,9,9,9,1,9,7,3,80,5,4,3,3,4,6,8,20,6,7,8,3,4,6,2,20,6,5,2,1,5,4,6,99,1,1,1,3,7,3,5,70,5,2,2,2,3,5,7,10,5,6,8,1,8,4,6,95,0,0,0,3,7,3,9,60,5,2,2,2,3,3,3,5,6,6,6,2,6,8,4,30,4,4,4,3,7,3,1,45,4,2,2,1,5,7,3,90,1,1,1,3,4,6,5,50,5,5,5,1,7,7,7,99,0,0,0,2,7,7,7,60,2,2,2,1,1,7,3,90,1,1,1,2,6,5,4,20,5,5,5,3,3,3,3,20,7,5,5,3,7,7,7,65,7,6,6,1,2,4,6,60,3,3,3,1,3,3,3,30,4,4,4,2,6,2,4,5,7,8,6,2,3,9,7,45,7,7,7,1,1,1,1,1,1,11,12,12,11,5,5,5,5,3,5,5,0,0,1,0,0,6,6,2,5,5,0,5,0,6,6,6,6,19,1,7.086416667,20.6199,1,2,5,5,1,5,5,At first I rated the players more as individuals but as I saw more combinations I started to think that the players criticality would be more based as what their overview of the situation was as I saw it and so I didn't vary their criticalities as much.    I assigned blame to the people who caused the loss of the game and not just if they failed to meet the criteria because in some cases this did not matter to the final result.  I assessed the criticality for the last 2 players based on my own criticality of how well I thought they would do.;;;;;;;;;;;;;;;
7,1/13/11,3,4,6,2,50,10,8,7,1,5,4,6,95,6,6,6,3,4,6,8,65,9,7,8,3,3,3,3,30,10,7,7,2,3,3,3,30,10,10,10,3,7,3,5,60,10,5,8,2,3,1,7,25,10,10,10,1,9,7,3,95,10,8,6,3,7,3,9,70,10,8,10,3,4,6,5,50,10,8,8,1,3,3,3,70,7,7,7,3,7,3,1,55,10,8,4,2,6,5,4,40,10,10,10,2,6,2,4,45,10,10,10,2,7,7,7,70,10,10,10,1,5,7,3,85,7,8,6,2,6,8,4,55,10,10,10,1,1,7,3,75,2,10,7,3,7,7,7,80,10,7,7,2,3,9,7,60,10,10,10,1,7,7,7,95,7,7,7,1,2,4,6,45,2,8,10,1,8,4,6,85,9,3,8,2,3,5,7,50,3,9,10,1,1,1,1,1,1,13,14,13,12,5,5,10,10,3,7,7,0,0,1,3,0,10,10,2,5,5,0,10,0,6,6,10,10,20,1,6.155333333,20.45733333,1,2,5,5,1,5,5,I assessed the criticality mainly using the players' previous % scores; and their role in the task. If the player had to score 20 for the team to win; then they played an entirely crucial role in the task. If they shared the responsibility for achieving 20 clicks with another player; they played a 50% crucial role.I assigned full blame to players who were required to achieve the full 20 clicks; because even if the rest of the players had achieved it; the team would not have won due to that players' failure. I assigned partial blame to players who shared the responsibility with another; and no blame to those who achieved the 20 clicks.I assessed criticality in the 3rd stage in a similar way. Full criticality to players who HAD to achieve the 20 clicks; and partial to those sharing the burden.;;;;;;;;
8,1/13/11,1,1,7,3,60,9,9,9,3,4,6,5,35,9,7,7,2,3,5,7,20,10,10,10,1,8,4,6,60,7,7,7,3,7,3,1,25,10,8,8,3,4,6,8,35,10,8,8,2,6,2,4,15,10,10,10,2,3,9,7,30,10,10,10,2,6,5,4,30,10,10,10,2,7,7,7,60,10,10,10,1,5,4,6,55,8,8,8,3,7,3,5,40,10,7,7,1,9,7,3,85,8,8,8,3,7,3,9,65,10,8,8,1,2,4,6,40,7,7,7,1,5,7,3,55,7,7,7,1,3,3,3,40,8,8,8,2,3,1,7,10,10,10,10,1,7,7,7,85,8,8,8,3,7,7,7,70,10,8,8,2,3,3,3,20,10,10,10,2,6,8,4,40,10,10,10,3,4,6,2,35,10,8,8,3,3,3,3,25,10,8,8,1,1,1,1,0,1,11,12,12,12,7,7,10,10,1,0,0,8,8,2,6,6,0,8,3,8,8,0,0,0,7,7,9,9,19,1,6.4023,21.18295,1,2,9,9,1,9,9,Players were critical if without them; the team would fail. If only one of three of the players needed to pass the task; the all players were less critical. If all needed to pass; all were equally critical. I didn't use their past scores to assess how critical each player was.Blame was higher if the team lost due to the failure of that player. Those that passed were not to blame.Both players in the 3rd stage were equally critical as winning depended on one of the players passing the task. ;;;;;;;;;;;;
9,1/13/11,2,3,9,7,10,10,10,10,3,4,6,5,25,10,9,5,2,3,3,3,9,10,10,10,2,6,2,4,20,10,10,10,3,7,7,7,70,10,8,8,2,6,8,4,40,10,10,10,3,7,3,5,30,10,8,9,3,3,3,3,15,10,7,7,1,2,4,6,40,6,6,10,1,1,7,3,50,4,10,5,1,5,7,3,45,7,10,6,3,7,3,1,60,10,5,4,3,7,3,9,60,10,6,10,1,3,3,3,30,5,5,5,1,5,4,6,50,7,7,9,3,4,6,8,40,10,6,9,2,6,5,4,40,10,10,10,2,3,5,7,30,10,10,10,2,3,1,7,10,10,10,10,1,8,4,6,80,10,5,9,3,4,6,2,40,10,6,5,1,7,7,7,70,10,10,10,2,7,7,7,70,10,10,10,1,9,7,3,90,10,7,7,1,1,1,1,0,1,6,11,12,11,7,7,10,10,3,10,10,1,1,2,10,10,2,10,1,5,1,10,10,0,10,10,10,10,20,1,6.67975,16.36186667,1,1,10,10,2,10,10,;;;;;;;;;;;;;;;
10,1/13/11,3,3,3,3,20,10,8,8,3,7,7,7,70,10,7,7,1,5,7,3,50,5,6,5,3,7,3,1,40,10,6,7,2,7,7,7,70,10,10,10,1,1,7,3,45,3,7,4,1,8,4,6,55,8,6,7,2,3,1,7,30,10,10,10,1,5,4,6,45,7,8,9,1,9,7,3,70,10,8,4,2,6,2,4,40,10,10,10,2,3,5,7,40,10,9,10,3,4,6,8,55,9,7,8,2,6,8,4,50,10,10,10,3,4,6,2,30,9,6,7,3,7,3,5,55,9,7,8,3,7,3,9,51,10,6,9,2,6,5,4,40,8,8,10,1,2,4,6,54,3,6,10,1,3,3,3,30,8,8,8,2,3,9,7,31,8,10,7,2,3,3,3,10,10,10,10,3,4,6,5,50,10,7,7,1,7,7,7,70,8,8,8,1,1,1,1,1,1,12,12,13,11,4,4,9,9,0,8,8,8,8,1,7,0,9,9,2,9,9,0,10,3,9,9,0,0,19,1,6.386133333,21.29903333,1,2,8,8,1,9,9,1. depending on how much responsibility they had in winning. if responsibility was shared; the player was less critical. ;;;;;;;;;;;;;;
